Skyline_filename,MassiveID,filename,SampleType,SampleTypeSub1,NCBITaxonomy,YearOfAnalysis,SampleCollectionMethod,SampleExtractionMethod,InternalStandardsUsed,MassSpectrometer,IonizationSourceAndPolarity,ChromatographyAndPhase,SubjectIdentifierAsRecorded,AgeInYears,BiologicalSex,UBERONBodyPartName,TermsofPosition,HealthStatus,DOIDCommonName,ComorbidityListDOIDIndex,SampleCollectionDateandTime,Country,HumanPopulationDensity,LatitudeandLongitude,DepthorAltitudeMeters,qiita_sample_name,UniqueSubjectID,LifeStage,UBERONOntologyIndex,DOIDOntologyIndex,ATTRIBUTE_HMP_ID,ATTRIBUTE_HMP_Strain,ATTRIBUTE_NCBI ID,ATTRIBUTE_Domain,ATTRIBUTE_SuperPhyla,ATTRIBUTE_Phylum,ATTRIBUTE_Class,ATTRIBUTE_Order,ATTRIBUTE_Family,ATTRIBUTE_Genus,ATTRIBUTE_Species,ATTRIBUTE_Subspecies,ATTRIBUTE_Source,ATTRIBUTE_Source_health_status,ATTRIBUTE_Media_type,ATTRIBUTE_Sample _type
HMP_FCM_P2_C9.d,MSV000084475,HM_1112_BC9_01_45942.mzXML,culture_bacterial,culture_bacterial,1261064|Gardnerella vaginalis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1112,Gardnerella vaginalis JCP8066,1261064,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,not applicable,vaginal,healthy,FCM,culture_bacterial
HMP_FCM_P2_B4.d,MSV000084475,HM_1114_BB4_01_45919.mzXML,culture_bacterial,culture_bacterial,1261066|Gardnerella vaginalis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1114,Gardnerella vaginalis JCP8108,1261066,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P2_B4.d,MSV000084475,HM_1114_BC10_01_45943.mzXML,culture_bacterial,culture_bacterial,1261066|Gardnerella vaginalis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1114,Gardnerella vaginalis JCP8108,1261066,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P2_C11.d,MSV000084475,HM_1115_BC11_01_45944.mzXML,culture_bacterial,culture_bacterial,1261067|Gardnerella vaginalis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1115,Gardnerella vaginalis JCP8151A,1261067,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P2_C12.d,MSV000084475,HM_1116_BC12_01_45945.mzXML,culture_bacterial,culture_bacterial,1261068|Gardnerella vaginalis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1116,Gardnerella vaginalis JCP8151B,1261068,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P2_D1.d,MSV000084475,HM_1118_BD1_01_45948.mzXML,culture_bacterial,culture_bacterial,1261070|Gardnerella vaginalis JCP8481B,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1118,Gardnerella vaginalis JCP8481B,1261070,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P2_D2.d,MSV000084475,HM_1119_BD2_01_45949.mzXML,culture_bacterial,culture_bacterial,1261071|Gardnerella vaginalis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1119,Gardnerella vaginalis JCP8522,1261071,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P2_F1.d,MSV000084475,HM_1161_BF1_01_45981.mzXML,culture_bacterial,culture_bacterial,1401070|Peptoniphilus lacrimalis DNF00528,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1161,Peptoniphilus lacrimalis DNF00528,1401070,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus lacrimalis,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P2_E7.d,MSV000084475,HM_125_BE7_01_45972.mzXML,culture_bacterial,culture_bacterial,596328|Mobiluncus mulieris UPII 28-I,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_125,Mobiluncus mulieris UPII 28_I,596328,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus mulieris,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_D3.d,MSV000084475,HM_154_BD3_01_45950.mzXML,culture_bacterial,culture_bacterial,658082|Lachnospiraceae bacterium 2_1_58FAA,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_154,Lachnospiraceae sp. 2_1_58FAA,658082,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,not specified,not specified,not specified,gastrointestinal_tissue,diseased_ulcerative colitis,FCM,culture_bacterial
HMP_FCM_P2_E9.d,MSV000084475,HM_169_BE9_01_45974.mzXML,culture_bacterial,culture_bacterial,not specified,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_169,Parabacteroides sp. 31_2,823,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,not applicable,fecal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_A7.d,MSV000084475,HM_176_BA7_01_45908.mzXML,culture_bacterial,culture_bacterial,469597|Coprobacillus sp. 8_2_54BFAA,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_176,Coprobacillus sp. 8_2_54BFAA,469597,Bacteria,Terrabacteria group,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,not applicable,not applicable,gastrointestinal_tissue,diseased_Crohn's,FCM,culture_bacterial
HMP_FCM_P2_E8.d,MSV000084475,HM_198_BE8_01_45973.mzXML,culture_bacterial,culture_bacterial,661087|Olsenella sp. oral taxon 809,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_198,Olsenella sp. F0356,661087,Bacteria,Terrabacteria group,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella sp. oral taxon 809,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P2_E12.d,MSV000084475,HM_207_BE12_01_45977.mzXML,culture_bacterial,culture_bacterial,767100|Parvimonas sp. oral taxon 110,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_207,Parvimonas sp. F0139,767100,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas sp. oral taxon 110,not applicable,oral,healthy,FCM,culture_bacterial
HMP_FCM_P2_B10.d,MSV000084475,HM_260_BB10_01_45927.mzXML,culture_bacterial,culture_bacterial,693991|Fusobacterium nucleatum,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_260,Fusobacterium nucleatum subsp. polymorphum F0401,693991,Bacteria,not applicable,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,not applicable,oral,healthy,FCM,culture_bacterial
HMP_FCM_P2_A3.d,MSV000084475,HM_287_BA3_01_45902.mzXML,culture_bacterial,culture_bacterial,908340|Clostridium sp. HGF2,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_287,Clostridium sp. HGF2,908340,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,not applicable,not applicable,gastrointestinal_unspecified,unspecified,FCM,culture_bacterial
HMP_FCM_P2_B5.d,MSV000084475,HM_293_BB5_01_45920.mzXML,culture_bacterial,culture_bacterial,866779|Finegoldia magna SY01,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_293,Finegoldia magna SY01,866779,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P2_A6.d,MSV000084475,HM_304_BA6_01_45905.mzXML,culture_bacterial,culture_bacterial,742722|Collinsella sp. 4_8_47FAA,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_304,Collinsella sp. 4_8_47FAA,742722,Bacteria,Terrabacteria group,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,not applicable,not applicable,gastrointestinal_tissue,diseased_Crohn's,FCM,culture_bacterial
HMP_FCM_P2_A2.d,MSV000084475,HM_36_BA2_01_45901.mzXML,culture_bacterial,culture_bacterial,457396|Clostridium sp. 7_2_43FAA,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_36,Clostridium sp. 7_2_43FAA,457396,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,not applicable,not applicable,gastrointestinal_tissue,diseased_Crohn's,FCM,culture_bacterial
HMP_FCM_P2_E2.d,MSV000084475,HM_372_BE2_01_45965.mzXML,culture_bacterial,culture_bacterial,858663|Lactobacillus jensenii EX849587VC03,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_372,Lactobacillus jensenii EX849587VC03,858663,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus jensenii,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_E3.d,MSV000084475,HM_374_BE3_01_45966.mzXML,culture_bacterial,culture_bacterial,858665|Lactobacillus jensenii EX849587VC06,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_374,Lactobacillus jensenii EX849587VC06,858665,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus jensenii,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_D7.d,MSV000084475,HM_398_BD7_01_45956.mzXML,culture_bacterial,culture_bacterial,858666|Lactobacillus gasseri EX336960VC01,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_398,Lactobacillus gasseri EX336960VC01,858666,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_D8.d,MSV000084475,HM_400_BD8_01_45957.mzXML,culture_bacterial,culture_bacterial,858668|Lactobacillus gasseri EX336960VC03,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_400,Lactobacillus gasseri EX336960VC03,858668,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_E4.d,MSV000084475,HM_402_BE4_01_45967.mzXML,culture_bacterial,culture_bacterial,858674|Lactobacillus vaginalis EX336960VC05,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_402,Lactobacillus vaginalis EX336960VC05,858674,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus vaginalis,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_D9.d,MSV000084475,HM_403_BD9_01_45958.mzXML,culture_bacterial,culture_bacterial,858669|Lactobacillus gasseri EX336960VC06,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_403,Lactobacillus gasseri EX336960VC06,858669,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_D10.d,MSV000084475,HM_404_BD10_01_45959.mzXML,culture_bacterial,culture_bacterial,858670|Lactobacillus gasseri EX336960VC07,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_404,Lactobacillus gasseri EX336960VC07,858670,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_E5.d,MSV000084475,HM_405_BE5_01_45968.mzXML,culture_bacterial,culture_bacterial,858675|Lactobacillus vaginalis EX336960VC11,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_405,Lactobacillus vaginalis EX336960VC11,858675,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus vaginalis,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_E6.d,MSV000084475,HM_406_BE6_01_45969.mzXML,culture_bacterial,culture_bacterial,858676|Lactobacillus vaginalis EX336960VC12,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_406,Lactobacillus vaginalis EX336960VC12,858676,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus vaginalis,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_D11.d,MSV000084475,HM_407_BD11_01_45960.mzXML,culture_bacterial,culture_bacterial,858672|Lactobacillus gasseri EX336960VC13,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_407,Lactobacillus gasseri EX336960VC13,858672,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_D12.d,MSV000084475,HM_409_BD12_01_45961.mzXML,culture_bacterial,culture_bacterial,858673|Lactobacillus gasseri EX336960VC15,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_409,Lactobacillus gasseri EX336960VC15,858673,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_B11.d,MSV000084475,HM_41_BB11_01_45928.mzXML,culture_bacterial,culture_bacterial,620833|Fusobacterium periodonticum 1_A_54/D10,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_41,Fusobacterium periodonticum 1_A_54/D10,620833,Bacteria,not applicable,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum,not applicable,unspecified,diseased_Crohn's,FCM,culture_bacterial
HMP_FCM_P2_E1.d,MSV000084475,HM_410_BE1_01_45964.mzXML,culture_bacterial,culture_bacterial,not specified,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_410,Lactobacillus gasseri EX336960VC16,not applicable,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_B3.d,MSV000084475,HM_463_BB3_01_45918.mzXML,culture_bacterial,culture_bacterial,749523|Enterococcus faecium,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_463,Enterococcus faecium TX0133a04,749523,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,not applicable,blood,diseased_diabetic,FCM,culture_bacterial
HMP_FCM_P2_F3.d,MSV000084475,HM_6_BF3_01_45983.mzXML,culture_bacterial,culture_bacterial,575609|Peptoniphilus sp. oral taxon 386,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_6,Peptoniphilus sp. F0131,575609,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus sp. oral taxon 386,not applicable,oral,diseased_periodontitis,FCM,culture_bacterial
HMP_FCM_P2_D5.d,MSV000084475,HM_7_BD5_01_45952.mzXML,culture_bacterial,culture_bacterial,575593|Lachnospiraceae bacterium oral taxon 500,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_7,Lachnospiraceae sp. F0167,575593,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,not specified,Lachnospiraceae bacterium oral taxon 500,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P2_B9.d,MSV000084475,HM_758_BB9_01_45926.mzXML,culture_bacterial,culture_bacterial,999414|Fusobacterium nucleatum,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_758,Fusobacterium nucleatum subsp. animalis F0419,999414,Bacteria,not applicable,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P2_A5.d,MSV000084475,HM_764_BA5_01_45904.mzXML,culture_bacterial,culture_bacterial,1105031|Clostridium sp. MSTE9,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_764,Clostridium sp. MSTE9,1105031,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,not applicable,not applicable,oral,unspecified,FCM,culture_bacterial
